Disaster Subgroup,Disaster Type,Disaster Subtype,Magnitude,Region,Subregion,Country,Location,Start Year,Start Month,End Year,End Month,Total Deaths,Total Affected
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Africa,"uMkhanyakude, uThukela, uMzinyathi, UMgungundlovu, Zululand, EThekwini, Ilembe, Harry Gwala, King Cetshwayo, UGu,Amajuba municipalities Umlazi Town (Durban, KwaZulu-Natal Province)",2022,4.0,2022,4.0,544.0,142290.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Sudan,"Bor South, Twic East, Duk, Ayod Countie (Jonglei); Renk county (Eastern Nile); Pochallla county (Pibor); Lakes (El Buhyerat), Unity, Upper Nile, Warrap, Western Equatoria, Central Equatoria, Northern Bahr-el-Ghazal",2020,7.0,2020,12.0,0.0,1042000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Sudan,"Mayendit County (Unity); Ayod, Fangak Counties (Jonglei), Northern Bahr el Ghazal, Upper Nile, Warrap, Western Equatoria states",2021,5.0,2021,10.0,7.0,835000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Sudan,"Unity, Lakes, Upper Nile, Central Equatoria, Jonglei, Eastern Equatoria, Western Equatoria, Western Bahr el Ghazal, Northern Bahr el Ghazal, Warrap Abyei",2024,8.0,2024,10.0,0.0,1400000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Sudan,"Western Equatoria, Northern Bahr el Ghazal, Warrap, Unity, Jonglei and Upper Nile",2022,8.0,2022,10.0,0.0,1000000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Togo,"Mandouri, Koumongou, Savanes and Kara regions",2020,9.0,2020,10.0,11.0,57000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Togo,"Maritime region (southern Togo); Oti, Oti-Sud, and Kpendjal (Savannah Region (northern Togo)",2022,10.0,2022,11.0,0.0,18596.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Uganda,Butaleja District (Eastern Region); the Northern Region,2021,5.0,2021,5.0,1.0,75000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Uganda,"Central Region, Eastern Region, Western Region",2024,4.0,2024,5.0,77.0,57804.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Uganda,"Kasese, Rukungiri, Mbale, Kigez, Ntokoro, Kigezi Districts",2023,4.0,2023,5.0,23.0,1016.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Uganda,Kasitu Sub County (Bundibugyo District),2020,8.0,2020,8.0,1.0,4000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Uganda,"Kilembe Town (Kasese District, Western Region)",2021,5.0,2021,5.0,3.0,134.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Uganda,Lake Victoria and the Lake Kyoga regions,2020,4.0,2020,5.0,5.0,200.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Uganda,"Mbale, Kapchorwa, Sironko, Bulambuli, Bukedea, Bududa and Butaleja districts",2022,7.0,2022,8.0,32.0,78338.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Uganda,Mbarara and Kasese Districts,2020,11.0,2020,11.0,7.0,2300.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Uganda,"Sironko, Kapchorwa, Mbale, Kween, Kasese, Oyam, Koboko, Yumbe, Katakwi, Bukedea, Arua, Kibaale, Ibanda, Apac, Kabaale, Zombo, Kapelebyong districts",2021,9.0,2021,9.0,1.0,42330.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,United Republic of Tanzania,"Dar Es Salaam, Kigoma, Kagera, Geita, Unguja, Arusha,Pwani",2023,10.0,2023,11.0,38.0,2896500.0
Hydrological,Flood,Flood (General),184333.48,Africa,Sub-Saharan Africa,United Republic of Tanzania,"Kilimanjaro, Kagera, Katavi, Mara and Rukwa (Arusha and Kilimanjaro Regions, and the Unguja Island (Zanzibar Archipelago)",2020,4.0,2020,4.0,2.0,19323.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,United Republic of Tanzania,Mbeya and Songwe Regions,2022,4.0,2022,5.0,10.0,3500.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,United Republic of Tanzania,Rufiji District (Pwani Region),2020,3.0,2020,3.0,0.0,17500.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,United Republic of Tanzania,Sumbawanga District (eastern Rukwa Region); Mara and Mtwara regions,2023,4.0,2023,4.0,13.0,24.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,United Republic of Tanzania,"Tangazo, Mahurunga regions (Mtwara district)",2023,4.0,2023,4.0,0.0,1976.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,United Republic of Tanzania,Tarime district (Mara region),2024,11.0,2024,11.0,9.0,140.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Zambia,"Gwembe, Siavonga, Mambwe and Lumezi districts",2020,1.0,2020,1.0,0.0,1500.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Zambia,"Kalomo, Namwala, and Choma Districts in the Southern Province",2023,1.0,2023,1.0,0.0,22000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Zambia,"Munengo, Kambobe, Katala, Chiloweni communities of Mapona ward in Mumbwa district of Central province",2020,12.0,2020,12.0,3.0,4272.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Zambia,"Samfya, Mushindamo, Nakonde districts (Luapula province)",2020,3.0,2020,3.0,0.0,700000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Argentina,"Chaco, Salta, Tucumán,La Rioja Provinces",2020,2.0,2020,2.0,3.0,3000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Argentina,Corrientes,2024,3.0,2024,3.0,0.0,400000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Argentina,Corrientes and Entre Ríos,2024,5.0,2024,5.0,0.0,2400.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Argentina,"Quilmes (Buenos Aires); Santa Fe, Córdoba, Entre Ríos, Neuquen",2023,5.0,2023,7.0,0.0,38000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"Bajo Acre, Bajo Virtudes and Velmonte (Cobija Municipality, Pando)",2024,2.0,2024,3.0,0.0,3990.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"Catachila Alta, Laquina and Chinata Communities (Cochabamba Department)",2024,2.0,2024,2.0,0.0,150.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),Cobija City (Pando Department),2023,3.0,2023,3.0,0.0,1500.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"Cochabamba, Tarija, Beni, La Paz Departments",2021,1.0,2021,1.0,1.0,13000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"El Torno, Santa Cruz de la Sierra municipalities (Santa Cruz Department)",2023,3.0,2023,3.0,3.0,9960.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"Guanay, Mapiri, Chuquisaca, Tipuani municipalities (La Paz); Santa Cruz, Cochabamba, Potosi, Beni Departments",2023,1.0,2023,3.0,5.0,188610.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),La Paz capital city area,2024,11.0,2024,11.0,2.0,376.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"La Paz, Cochabamba, Chuquisaca, Potosi, Tarija, Santa Cruz",2021,12.0,2022,1.0,15.0,60000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"La Paz, Santa Cruz, Potosi, Beni, Cochabamba, Tarija",2020,2.0,2020,2.0,18.0,35100.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"La Paz, Santa Cruz, Potosi, Beni, Cochabamba,Tarija Departments",2020,2.0,2020,2.0,8.0,2511.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),Larecaja Province (La Paz Department),2021,11.0,2021,11.0,7.0,125.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),O'Connor Province (Tarija Department),2022,2.0,2022,2.0,60.0,375000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"Omereque, Raqaypampa municipalities (Cochabamba Department)",2021,4.0,2021,4.0,0.0,7500.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"Potosí, La Paz and Chuquisaca Departments",2023,12.0,2023,12.0,14.0,8900.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"Santa Cruz, Beni Departments",2021,2.0,2021,2.0,9.0,145000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),"Sucre City (Chuquisaca Department), Paz Department, Potosì Department, Cochabamba Department",2021,1.0,2021,1.0,8.0,77965.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Alagoas, Pernambuco, and Rio Grande do Norte States",2022,7.0,2022,7.0,12.0,67500.0
Hydrological,Flood,Flood (General),115219.89,Americas,Latin America and the Caribbean,Brazil,"Alfredo Chaves, Iconha Municipalities (Espirito Santo State); Minas Gerais state; Rio de Janeiro",2020,1.0,2020,1.0,61.0,11012.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Angra dos Reis, Paraty, Mesquita, Duque de Caxias, Cachoeiras de Macacu (Rio de Janeiro state)",2022,4.0,2022,4.0,23.0,31500.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Aratuba, Guaramiranga, Itapipoca, Missão Velha, Uruburetama, Altaneira, Antonina do Norte and Itapaje (Ceará state)",2023,3.0,2023,3.0,6.0,3719.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Arroio do Meio, Colinas, Cruzeiro do Sul, Encantado, Estrela, Lajeado, Muçum, Roca Sales, Santa Tereza and Taquari (Rio Grande do Sul)",2023,11.0,2023,11.0,4.0,194063.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Bahia state,2022,11.0,2022,12.0,10.0,3000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Bandeirantes (Paraná state),2023,3.0,2023,3.0,0.0,750.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Brasileia, Assis Brasil, Xapuri, Rio Branco, Epitaciolândia Municipalities (Acre); Manaus Municipality (Amazonas)",2023,3.0,2023,3.0,0.0,15000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Carapebus and Conceição de Macabu (Rio de Janeiro State); Santa Catarina state; Paranà State; Espirito Santo State, Curitiba, Bahia",2022,11.0,2022,12.0,32.0,17500.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Ceara, Maranhao, Para, Pernambuco, and Piau States",2023,3.0,2023,3.0,6.0,2400.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Dário Meira, Cotegipe, Ilhéus, Medeiros Neto, Ibicuí, Anagé, Muquém de São Francisco, Iguaí, Quijingue, Wanderley, Jaguaquara, Ubaíra, Saubara and Milagres municipalities (Bahia state)",2024,1.0,2024,1.0,6.0,117000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Florianopolis and Vale do Itajai (Santa Catarina State ),2022,5.0,2022,5.0,3.0,44000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Florianópolis City (Santa Caterina State),2021,1.0,2021,1.0,2.0,107.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Formosa da Serra Negra, São Roberto, São João do Sóter, Tuntum, Monção, Pindaré-Mirim, Conceição do Lago Açu, Lago da Pedra, Lagoa Grande do Maranhão, Carutapera, Governador Nunes Freire, Boa Vista do Gurupi, and Trizidela do Vale (Maranhao state)",2024,4.0,2024,4.0,0.0,2323.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Guaruja , Santos, Sao Vicente (Baixada Santista Regions, Sao Paulo state)",2020,3.0,2020,3.0,60.0,5000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Itaberaba, Itamaraju, Porto Seguro, Eunápolis, Prado, Teixeira de Freitas , Jucuruçu, Itagimirim, Medeiros Neto municipalities (Bahia state); Minas Gerais state; Espirito Santo; Tocantins",2021,11.0,2022,1.0,51.0,1036166.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Itapema and Camboriú (Santa Catarina state); Espírito Santo State,2022,12.0,2022,12.0,2.0,16350.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Lagoa Vermelha Municipality (Rio Grande Do Sul State),2021,3.0,2021,3.0,0.0,129.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Macapá Municipality (Amapá State),2024,2.0,2024,2.0,0.0,291.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Maranhão,2023,3.0,2023,3.0,5.0,1152.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Marilia, Botucatu, Laranjal Paulista,Taboao da Serra (Sao Paulo State)",2020,2.0,2020,2.0,5.0,658.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Matriz de Camaragibe, Marechal Deodoro, São Miguel dos Milagres, União dos Palmares, Rio Largo, Atalaia, Cajueiro, Murici, and Jacuípe (Alagoas); Pernambuco",2023,7.0,2023,7.0,14.0,20000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Metropolitan, Central, Vale do Rio Pardo, Vale do Taquari, and Serra Gaúcha areas (Rio Grande do Sul)",2024,5.0,2024,6.0,209.0,2399061.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Mimoso do Sul, Apiacá Municipal, Vargem Alta Muniz Freire and Bom Jesus do Norte municipalities (Espirito Santo); Rio de Janeiro States)",2024,3.0,2024,3.0,34.0,7708.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Minas Gerais,2022,1.0,2022,1.0,15.0,32.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Miracema, Laje do Muriae, Santo Antonio de Padua, Italva and Itaocara municipalities (Rio de Janeiro state)",2022,2.0,2022,2.0,272.0,16083.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Oriximiná Municipality (northern Parà),2021,4.0,2021,6.0,0.0,14000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Parintins, Manacapuru, Careiro da Várzea, Manaus municipalities (Amazonas State)",2021,4.0,2021,4.0,0.0,455005.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Pernambuco, Alagoas and Paraíba states; Olinda, Jaboatão dos Guararapes, São José da Coroa Grande (greater Ricefe region)",2022,5.0,2022,5.0,116.0,24304.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Petrópolis City and the Fluminense Mountain Region (Rio de Janeiro State),2022,3.0,2022,3.0,8.0,800.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Rio Grande do Sul,2023,6.0,2023,6.0,17.0,11100.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Rio de Janeiro State,2020,2.0,2020,3.0,4.0,152.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Rio do Sul, Tubarão, Blumenau, and Lontras municipalities (Santa Catarina state)",2023,10.0,2023,10.0,0.0,26509.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Rodeio Municipality (Santa Caterina State),2023,1.0,2023,1.0,5.0,180.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,"Santa Cruz Cabrália, Ilhéus, Belmonte, Porto Seguro and Itapebi (Bahia state)",2023,4.0,2023,4.0,0.0,9348.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Santa Maria de Itabira Municipality (central Minas Gerais state); Cruzeiro do Sul Municipality (Acre state),2021,2.0,2021,2.0,6.0,100000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Sao Paulo state,2022,1.0,2022,2.0,35.0,3012.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Sao Sebastiao City and one in Ubatuba City (Sao Paulo state),2023,2.0,2023,2.0,67.0,4025.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Brazil,Vale do Itajai region (Santa Caterina State),2020,12.0,2020,12.0,21.0,339.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Chile,"Bio Bío, Araucania, Los Ríos, and Los Lagos region",2021,6.0,2021,6.0,0.0,610.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Chile,"Libertador, Maule, Metropolitana; Valparaíso; Nuble",2023,6.0,2023,6.0,4.0,21673.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Chile,"Valparaíso, Santiago Metropolitan, O’Higgins, Maule, Ñuble, Biobío Regions",2023,8.0,2023,8.0,3.0,32000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Chile,"Ñuble, Biobío, Araucanía, Maule, Los Ríos; O'HIggins, santiago regions",2024,6.0,2024,6.0,1.0,6393.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,"Antioquia, Meta and Putumayo Departments",2021,10.0,2021,10.0,2.0,850.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,"Antioquia, Meta, Putumayo, Tolima, Choco, Caldas departments",2020,7.0,2020,7.0,11.0,30000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,"Antioquia, Norte de Santander, Bolívar, Cauca, Tolima, Córdoba, Madgalena, Sucre, Meta, Cundinamarca, Risaralda, Santanderes, Caldas departments",2021,9.0,2021,10.0,12.0,23717.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,"Atlantico, Bolivar, Magdalena, La Guajira",2023,10.0,2023,11.0,0.0,41088.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department),2022,11.0,2022,11.0,7.0,270.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,"Bosconia Municipality (Cesar Department); Montecristo, San Juan Municipalities (Bolivar Department); Bello Municipality (Antioquia Department); Norte de Santander, Nariño, Cauca, Tolima, Atlántico, Boyacá, Magdalena, Guajira departments",2022,10.0,2022,10.0,26.0,44000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,Chocó Department,2021,11.0,2021,11.0,0.0,14000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,"Cundinamarca, Cauca, Antioquia, Huila, Nariño, Caldas, Quindío, Risaralda, Tolima, and Valle del Cauca",2022,3.0,2022,4.0,10.0,5514.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,El Tablon de Medina (Cundinamarca department); Villavicencio City (Meta Department),2021,4.0,2021,4.0,0.0,1000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,"Florencia City (Caquetá Department); Quípama Town (Boyacá Department), Bogotá",2021,4.0,2021,4.0,3.0,365.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,"Guaranda, Majagual, Sucre-Sucre, Caimito, San Marcos, San Benito, La Union (La Mojana sub-region)",2022,8.0,2022,10.0,0.0,167250.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,La Antigua village (Antioquia department),2022,4.0,2022,4.0,20.0,25.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,Meta Department,2022,5.0,2022,5.0,0.0,5000.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,"Nariño department, Melgar Municipality (Tolima Department)",2022,4.0,2022,4.0,5.0,8101.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,"San Luis, El Retiro, San Francisco, Campamento, Cocorná, Cisneros, Santo Domingo and Liborina Municipalities (Antioquia Department)",2021,6.0,2021,6.0,5.0,150.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,"San Pablo, Los Andes, Santa Cruz, Túquerres. (Nariño Department)",2022,2.0,2022,2.0,1.0,1650.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,Santander department; El Retén and Fundación (Magdalena Department),2020,10.0,2020,11.0,0.0,26460.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,"Suarez, Caloto, La Vega, Jambaló and Santander de Quilichao muncipalities (Cauca)",2023,3.0,2023,3.0,1.0,4500.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Colombia,"Viotá, Chachipay, Arbeláez Municipalities (Cundimarca)",2022,4.0,2022,4.0,12.0,0.0
Hydrological,Flood,Flood (General),,Americas,Latin America and the Caribbean,Costa Rica,"Corredores, Quepos, Golfito Canyons (Puntarenas); Sarapiquí, Heredia, San Isidro Cantons (Heredia Province); Jiménez, Turrialba, Paraíso, Cartago, Oreamuno, Alvarado, La Unión Cantons (Cartago Province); Siquirres, Tamanca, Limón, Guácimo, Pococí, Matina Cantons (Limon Province); San José, Alajuelita, Puriscal, Santa Ana, Moravia Cantons (San José); San Carlos, San Ramón, Guatoso Cantons (Alajuela).",2021,7.0,2021,7.0,3.0,200000.0
