Disaster Subgroup,Disaster Type,Disaster Subtype,Magnitude,Region,Subregion,Country,Location,Start Year,Start Month,End Year,End Month,Total Deaths,Total Affected
Hydrological,Flood,Flood (General),42577.65,Africa,Sub-Saharan Africa,Burkina Faso,"Kongoussi Commune (Bam Province, Centre-Nord region)",2020,4.0,2020,4.0,0.0,21000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Burkina Faso,"Soum (Sahel); Sanguie (West Central); Sanmatenga, Namentenga, Bam (North Central); Gourma (East); Kadiogo (Centrall)",2020,8.0,2020,9.0,13.0,91428.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Burundi,"Buganda, Murwi and Rugombo (Cibitoke)",2023,10.0,2023,10.0,7.0,9312.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Burundi,"Bugarama, Kanyenkoko, Muhuta, Nyanza-Lac, Gatumba, Rukaramu, Kibenga, Gisyo, Kabondo, Bujumbura Rural, Rumonge, Bujumbura Mairie and Makamba",2021,4.0,2021,5.0,0.0,52182.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Burundi,"Bujumbura City (Bujumbura Mairie Province, central-west Burundi), Cibitoke and Bubanza Provinces",2020,4.0,2020,4.0,0.0,27000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Burundi,"Bujumbura Mairie, Bujumbura rural, Rumonge, Makamba and Cibitoke.",2024,4.0,2024,5.0,29.0,237175.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Burundi,"Bujumbura Rural, Bujumbura Mairie, Bubanza Provinces",2020,1.0,2020,2.0,3.0,9762.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Burundi,"Bujumbura, Bujumbura Marie, Cibitoke and Muyinga Provinces",2023,3.0,2023,4.0,14.0,239.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Cabo Verde,Praia,2020,9.0,2020,9.0,1.0,25000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Cameroon,"Limbe, Fako Division",2023,7.0,2023,7.0,2.0,93260.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Cameroon,Logone et Chari and the Mayo-Danay Divisions (Far North Region ),2024,8.0,2024,9.0,38.0,500008.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Cameroon,"Mayo-Danay, Mayo-Kani (Far North Region)",2020,9.0,2020,9.0,0.0,26402.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Central African Republic,Bimbo; Birao and Baoro cities,2021,8.0,2021,8.0,0.0,3957.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Central African Republic,"Lobaye, Bangui, Ouaka, Ouham-Pendé",2022,7.0,2022,10.0,16.0,118003.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Central African Republic,"Mbomou, Moyenne-Sido prefectures",2024,8.0,2024,8.0,0.0,2700.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Chad,"Batha, Chari-Baguirmi, Logone Oriental, Mayo-Kebbi Ouest, Sila, Logone Occidental, N'Djamena city, Lake, Kanem; Tibesti, Lac, Mayo-Kebbi Est, Mandoul, Tandjilé, Batah, Guera, Salamat, Ennedi West, Borkou, Ennedi East",2024,8.0,2024,9.0,576.0,1941869.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Chad,"Batha, Chari-Baguirmi, Mayo-Kebbi Ouest, Tandjilé, Salamat, Logone Oriental, Moyen-Chari, Sila, Ennedi-Est, Ouaddaï, Mandoul, S, Mayo Kebbi Est and all districts of the city of N’djamena",2022,6.0,2022,10.0,22.0,1100229.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Chad,"Bologo and Dafra districts; Tandjilé, Mandoul, Ennedi-Ouest, Batha, and the capital city of N’Djamena",2021,6.0,2021,8.0,32.0,269180.0
Hydrological,Flood,Flood (General),134488.38,Africa,Sub-Saharan Africa,Chad,Grande Sido departement (Moyen-Chari Province),2020,4.0,2020,4.0,0.0,2062.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Chad,Mandoul and Logone (Oriental provinces),2024,3.0,2024,4.0,1.0,3805.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Chad,"Ndjamena, Lac, Mandoul, Tandjile, Mayo-Kebi East, Batha, Salama, Sila",2020,8.0,2020,10.0,3.0,34872.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Congo,"Betou, Epena, Enyele, Bouanela, Liranga, Impfondo and Dongou distrcits (Likouala); Pokola, Pikounda and Kabo disricts (Sangha); Mossaka, Loukola districts (Cuvette and Plateaux",2022,9.0,2022,11.0,0.0,164679.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Congo,Brazzaville,2020,3.0,2020,4.0,20.0,0.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Congo,"Bétou, Epéna and Dongou districts (Likouala); Sangha, Cuvette, Plateaux, Kouilou, Brazzaville",2021,11.0,2021,12.0,24.0,46652.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Congo,Likouala region,2020,11.0,2020,11.0,0.0,66000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Congo,"Likouala, Sangha, Cuvette, Plateaux, Niari, Brazzaville and Pointe-Noire",2023,12.0,2024,1.0,23.0,321000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Côte d’Ivoire,Abidjan district,2024,6.0,2024,6.0,26.0,227.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Côte d’Ivoire,"Abobo, Adjamé, Anyama, Cocody, Port-Bouet ,Yopougon (Abidjan area); San-Pedro,Alépé (Me Region), Divo(Lôh-Djiboua), Azaguié (Agneby-Tiassa), Niakaramadougou (Vallée du Bandama),Tabou (Bas-Sassandra)",2020,6.0,2020,6.0,24.0,18657.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Côte d’Ivoire,"Abobo, Anyama, Attecoubé, Bingerville, Port-Bouët, Grand-Bassam (Abidjan); Azaguié, Bonoua, Dabo; B Alépé, Azaguié, Bonoua, Dabou,",2022,6.0,2022,6.0,13.0,11592.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,"1 Nord-Ubangi, Sud-Ubangi, Tanganyika, Bas-Uele, Haut-Uele, Equateur, Sud-Kivu, Nord-Kivu, Kinshasa, Tshopo, Maniema, Kasaï Central, Mongala, Kwilu et Tshuapa. Kongo Central, Lomami",2024,1.0,2024,1.0,300.0,2190000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,"Baraka City, Fizi territory (South-Kivu Province); Dungu Town area (Haut-Uele Province)",2023,11.0,2023,11.0,4.0,3620.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bukama Territory (south Haut-Lomami Province).,2020,3.0,2020,3.0,0.0,73000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bukavu (South Kivu province),2022,4.0,2022,4.0,9.0,0.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,"Bukavu, Uvira (South Kivu)",2020,4.0,2020,5.0,52.0,92580.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,"Bukavu, and Burhinyi (South Kivu)",2023,12.0,2023,12.0,40.0,5.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,"Bunyakiri Town (Kalehe Territory, northern South Kivu Province); Bukavu City (northern South Kivu Province)",2022,11.0,2022,11.0,7.0,176000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Djugu territory (Ituri province),2020,5.0,2020,5.0,0.0,500.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,"Mbanza-Ngungu City; Noki, Disengomoka districts (Kongo Central Province)",2020,12.0,2020,12.0,18.0,4.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,"Mount Ngafula, Ngaliema, Ngaba, Selembao, Kitambo, Bandalungwa, Bumbu, Kisenso, Ngiri-Ngiri, Barumbu, Matete, Limete, Masina, Makala, Gombe and Kalamu (Kinshasa)",2022,12.0,2022,12.0,175.0,84711.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,"Rubaya, Bihambwe, Masisi Territory (North Kivu Province, eastern DRC)",2022,11.0,2022,11.0,32.0,0.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Democratic Republic of the Congo,"Territories of Kailo, Punia Kasongo (Maniema Province)",2020,3.0,2020,4.0,0.0,30000.0
Hydrological,Flood,Flood (General),10321.78,Africa,Sub-Saharan Africa,Djibouti,Djibouti city and the south suburb of Balbala,2020,4.0,2020,4.0,8.0,110000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Ethiopia,Dhawa Zone (Somali Region); Oromia and Afar Regions,2023,3.0,2023,5.0,91.0,240000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Ethiopia,"Dire Dawa City, SNNPR",2020,4.0,2020,5.0,12.0,219000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Ethiopia,"Gambella, Amhara, Afar, Oromia",2022,8.0,2022,10.0,0.0,264831.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Ethiopia,"South Gondar zone (Amhara Region); Afar, Gambella, Oromia, Somali, SNNPR",2020,6.0,2020,9.0,0.0,1010854.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Ethiopia,"far, Amhara, Central Ethiopia, Oromia, Sidama, Somali, South Ethiopia and South West Ethiopia People’s, Tigray regions and Dire Dawa City Administration",2024,4.0,2024,5.0,5.0,181548.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Gabon,"Mouila (Ngounié Province), Port-Gentil (Ogooué-Maritime Province), Tchibanga (Nyanga Province) and Grand Libreville (Estuaire Province)",2024,11.0,2024,11.0,0.0,13400.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Gambia,"Banjul, Kanifing Local Government Area,West Coast and North Bank Region",2022,7.0,2022,10.0,6.0,17201.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Ghana,"Ashanti, Greater Accra",2021,6.0,2021,6.0,4.0,206.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Ghana,Bagre Dam in West Mamprusi Municipality,2020,9.0,2020,9.0,4.0,0.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Ghana,"Chereponi, Bunkpurugu Nakpanduri districts (North East Region)",2021,8.0,2021,9.0,5.0,120.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Ghana,Ga South Municipal District (Greater Accra Region),2022,10.0,2022,10.0,0.0,5000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Ghana,Greater Accra Region,2020,6.0,2020,6.0,3.0,200.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Ghana,"South, Central, and North Tongu Districts (Volta region)",2023,10.0,2023,10.0,0.0,40864.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Ghana,"Western, Ashanti and Greater Accra Regions",2023,6.0,2023,6.0,8.0,250.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Guinea,"BTN, Bolibana, Sigurikoura, Nankoda, Kokomo, Heremakonon, Chinese City, Tiguibiry, Konoba, Abatoire, Setceur TP, Téléladji, ORS1, and Mandé districts; Kintinian, Kinièbakoura, Niandankoro sub-prefectures (Siguiri)",2024,8.0,2024,8.0,5.0,176000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Guinea,"Bordo, Far, Senkefera 2, Madina, Salamanida, Energieako 1, Farako 2, Dalako, Briqueterie, Missira, Kokolinikoro, Djodon, Senkefera, Banankoroda, Korialen, Hermakonon, Kankancoura, Dar-es-salam, Aviation, Kabada 1, Kabada 2, Fourouban, Timbo, Gare, Metéo, Sobje, Batè Nafadji, Gbéredou Baranama, Balandou, Karifamoria, Missamana, Tintioulen, Sabadou Baranama, Moribaya, Koumban,Tokounou, Mamouroudou, Boula prefectures (Kankan)",2020,9.0,2020,9.0,0.0,49541.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Guinea,Kankan,2022,8.0,2022,8.0,0.0,49536.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Guinea,"Kindia, Coyah, Conakry and Siguiri,",2023,8.0,2023,8.0,8.0,25072.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Guinea,"Matoto, Ratoma, Matam, Dixinn (Conakry); Frako 1, Bambino 1, Mangala 1, Heremakono, Nioumoulè, Bafilatè, Nialinko, Bambo and the Sub-prefecture of Nongoa (Guéckédou); Heremakonon, ORS, Teleladji, Cité chinoise, Énergie neighbourhoods, Malea, Djomabana, Kintignia, Boukaria, Kofilani, Balato Niandankoro and Mandjemakolen (Siguiri)",2021,8.0,2021,8.0,5.0,71664.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Kenya,"Mombasa, Kwale, Tana River, Taita-Taveta, Garissa, Wajir, Mandera, Marsabit, Isiolo, Turkana, West Pokot, Narok, Kajiado, Busia, Siaya, Kisumu, Homa Bay, Migori",2023,3.0,2023,3.0,36.0,139164.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Kenya,Nairobi,2024,4.0,2024,4.0,10.0,0.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Kenya,"Nairobi, Marsabit, Turkana, Tana River, Garissa, Kirinyaga, Muranga, Kiambu, Meru, Kisumu, and Kitui",2024,4.0,2024,4.0,13.0,15002.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Kenya,"Tana River, Busia, Kisumu, Garissa, Marsabit, Homa Bay, Migori, Narok, Siaya, Nairobi, Elgeyo-Marakwet, Siaya, Baringo, Taita Taveta, Nakuru Counties",2021,4.0,2021,5.0,9.0,300000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Kenya,"Tana River, Garissa, Wajir, Mandera, Marsabit, Isiolo, Meru, Samburu",2023,10.0,2024,,178.0,695497.0
Hydrological,Flood,Flood (General),154389.9,Africa,Sub-Saharan Africa,Kenya,"West Pokot, Elgeyo Marakwet, Kisumu, Homabay, Tana River, Garissa, Kilifi, Kirinyaga, Siaya, Kakamega, Bomet, Nairobi counties",2020,4.0,2020,6.0,285.0,810655.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Liberia,"Bong, Grand Cape Mount, Montserrado, Margibi, Grand Bassa",2024,6.0,2024,7.0,2.0,51000.0
Hydrological,Flood,Flood (General),443085.58,Africa,Sub-Saharan Africa,Madagascar,"Andapa Municipality; Amparafaravola, Ambatondrazaka (Alaotra Mangoro); Tana V, Tana IV, Tana II, Tana I, Tana III (Analamanga); Maevatanana, Tsaratanana (Betsiboka); Mitsinjo, Ambato Boeny, Marovoay,Majunga I, Majunga II (Boeny); Ambanja, Ambilobe (Diana); Besalampy (Melaky); Port Berger, Mampikomy (Sofia)",2020,1.0,2020,1.0,40.0,106846.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Madagascar,Antananarivo (Analamanga Region),2022,1.0,2022,1.0,34.0,62114.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Madagascar,"Antananarivo City (Analamanga Region), Alaotra-Mangoro, Analamanga, Melaky Menabe",2021,2.0,2021,2.0,1.0,1400.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Malawi,"Balaka, Chikwawa, Chiradzulu, Chitipa, Dedza, Dowa, Karonga, Kasungu, Lilongwe, Machinga, Mangochi, Mchinji, Mulanje, Mzimba, Mzuzu City, Neno, Nkhotakota, Nsanje, Ntcheu, Ntchisi, Phalombe, Salima, Thyolo and Zomba Districts",2022,11.0,2023,1.0,62.0,94185.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Malawi,"Karonga, Nkhotakota, Lilongwe, and Kasungu Districts",2024,2.0,2024,3.0,6.0,14004.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Mali,Mopti region,2022,7.0,2022,10.0,10.0,79012.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Mali,"Ségou, Timbuktu, Gao, Bamako, Mopti Koulikoro, Sikasso",2024,6.0,2024,9.0,92.0,380154.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Mauritania,"Bassiknou, Adel Begrou, Amourj, Néma departments",2020,9.0,2020,9.0,0.0,9282.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Mauritania,Brakna,2023,7.0,2023,7.0,1.0,7200.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Mauritania,"Nouakchott, Assaba, Hodh Ech Chargui",2020,9.0,2020,9.0,9.0,10700.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Mauritania,"Néma, Aioun, Tintane, Kiffa, Boumdeid, Guerou, Barkéol, Moudjeria, M'bout, Monguel, Aoujeft, F'deirick, Rosso",2022,7.0,2022,8.0,14.0,28926.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Mozambique,"Boane, Magude, and Moamba Districts (Maputo Province)",2023,2.0,2023,2.0,14.0,89093.0
Hydrological,Flood,Flood (General),172916.51,Africa,Sub-Saharan Africa,Mozambique,"Grudja, Estaquinha, Bandua, Guara-Guara, Vila de Buzi, Muchanesse, Munimucua (Buzi distrcit, Sofala province); Sussundenga District (Manica)",2020,2.0,2020,2.0,2.0,8700.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Mozambique,"Magude, Moamba, and Matutuíne districts (Maputo province); Gaza province",2021,2.0,2021,2.0,0.0,11410.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Mozambique,"Niassa, Nampula, Zambézia, Manica, Tete",2020,10.0,2020,10.0,22.0,145000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Namibia,"Ohangwena, Oshana",2023,1.0,2023,1.0,0.0,2190.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Namibia,"Oshana, Oshikoto, Omusati, Ohangwena",2020,3.0,2020,3.0,0.0,1000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Niger,"Maradi, Agadez, Niamey",2021,6.0,2021,8.0,62.0,105750.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Niger,"Maradi, Tahoua , Agadez, Dosso, Niamey, Zinder and Tillabéri Regions",2023,7.0,2023,10.0,41.0,169651.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Niger,"Maradi, Tahoua, Tillabéri, Dosso",2020,7.0,2020,9.0,73.0,632608.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Niger,"Maradi, Zinder, Agadez, Tahoua, Tilleberi",2024,6.0,2024,10.0,396.0,1527058.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Niger,Niamey,2020,8.0,2020,9.0,10.0,50012.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Niger,"Zinder, Maradi, Diffa, Tahoua, Dosso,Tillabéri",2022,6.0,2022,9.0,195.0,322185.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Nigeria,"Adamawa, Borno, Bauchi, Sokoto, Zamfara and Jigawa states",2024,8.0,2024,9.0,321.0,1377411.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Nigeria,Akwa Ibom (southern part of the country) and Kwara (west-central Nigeria),2020,6.0,2020,6.0,4.0,300.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Nigeria,"Anambra, Delta, Cross River, Rivers, Benue, Borno, Enugu, Imo, Kebbi, Kogi, Lagos, Nasarawa, Niger, Rivers,Taraba, and Yobe states",2022,7.0,2022,10.0,603.0,2802500.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Nigeria,Emirates of Dukku and Nafada in Gombe State,2023,9.0,2023,9.0,0.0,1336.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Nigeria,"Fufore, Demsa, Shelleng (Adamawa State)",2023,10.0,2023,10.0,275.0,30000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Nigeria,"Jigawa, Kebbi, Kwara, Sokoto, Zamfara",2020,6.0,2020,10.0,155.0,193425.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Nigeria,"Jigawa,Bauchi, Adamawa and Borno states; Jalingo, Taraba, and the city of Lagos",2021,7.0,2021,8.0,0.0,7500.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Nigeria,Maiduguri (Borno state),2024,9.0,2024,9.0,37.0,414058.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Nigeria,"Suleja City, Gwagwalada area, Abuja",2020,6.0,2020,7.0,30.0,0.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Rwanda,"Gatsibo district (East Province), Gicumbi district (North Province), Rulindo districts",2020,4.0,2020,4.0,9.0,0.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Rwanda,Gicumbi and Burera Districts (Northern province); Kayonza District (Eastern province),2021,4.0,2021,5.0,0.0,6500.0
Hydrological,Flood,Flood (General),15283.09,Africa,Sub-Saharan Africa,Rwanda,"Gisagara District; Gasabo (Kigali), Ngoma, Nyagatare",2020,3.0,2020,3.0,3.0,5242.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Rwanda,Kigali,2022,11.0,2022,11.0,3.0,0.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Rwanda,"Kigali Province, southern provinces",2020,2.0,2020,2.0,19.0,498.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Rwanda,Northern area,2020,5.0,2020,5.0,8.0,505.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Rwanda,"Northern, western and southern provinces",2023,5.0,2023,5.0,131.0,51982.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Rwanda,"Nyamasheke, Kicukiro, Gasabo, Ngororero, Kayonza districts",2022,4.0,2022,4.0,11.0,513.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Rwanda,"Nyanza, Burera, Gakenke, Ngororero",2024,4.0,2024,5.0,14.0,27.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Rwanda,"Rubavu, Nyabihu, Ngorero, Muhanga, Huye, Rusizi and Gisagara",2022,1.0,2022,1.0,15.0,787.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Sao Tome and Principe,"Lemba, Me-Zochi districts",2021,12.0,2021,12.0,8.0,219668.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Senegal,"Dakar, Thiès, Diourbel, Kaolack, Fatick, Kaffrine, Saint-Louis, Matam, Kolda, Sédhiou, Tambacounda",2020,9.0,2020,9.0,11.0,17000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Senegal,"Tambacounda, Bakel, Matam, and Saint-Louis regions",2024,10.0,2024,10.0,0.0,55600.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Sierra Leone,"Bumbuna dam in Bumbuna town (Tonkolili District, Northern province), Bo, Bonthe, Bombali, Falaba, Kambia, Moyamba, Port Loko, Pujehun, and the Western Area districts",2024,9.0,2024,10.0,0.0,23596.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Sierra Leone,Freetown Capital City,2022,8.0,2022,9.0,12.0,12982.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Somalia,"Baidoa, Jowhar, and Luuq",2023,10.0,2023,10.0,4.0,278000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Somalia,"Bay, Ged, Bakool, South West, Hirshabelle, Jubaland, Galmudug, Belet Weyne, Balcad, Awdal, Bari, Mudug, Nugaal, Togdheer, Woqooyi Galbeed",2023,9.0,2023,11.0,118.0,2480000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Somalia,Galkayo district,2022,5.0,2022,5.0,0.0,4416.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,Somalia,"Hirshabelle, Somaliland, Puntland, South West, Galmudung, Jubaland, Banadir Region, including Mogadishu",2021,5.0,2021,5.0,25.0,400000.0
Hydrological,Flood,Flood (General),428331.4,Africa,Sub-Saharan Africa,Somalia,"Somalia States and territories (South West, Jubaland, Banadir, Puntland, and Somaliland); Belet Weyne, Jowhar (Hirshabelle State); Qardho",2020,4.0,2020,4.0,26.0,1000020.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Africa,Durban (KwaZulu-Natal province),2022,5.0,2022,5.0,0.0,200.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Africa,Eastern Cape Province,2022,1.0,2022,1.0,10.0,0.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Africa,Eastern Cape province,2024,10.0,2024,10.0,10.0,3090.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Africa,"Eastern Cape, KwaZulu-Natal, and Western Cape provinces",2024,6.0,2024,6.0,21.0,46620.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Africa,Gauteng Province,2022,2.0,2022,2.0,4.0,187.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Africa,Gauteng Province; KwaZulu-Natal,2022,2.0,2022,2.0,3.0,138.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Africa,"Ingquza Hill, King Sabata Dalindyebo and Port St Johns (Easter Cape Province)",2023,3.0,2023,3.0,3.0,500.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Africa,"Kleinvlei, Ravensmead, Goodwood, Strand, Bonteheuwel, Belhar, Maitland and Bellville South.(Cape Town)",2022,6.0,2022,6.0,0.0,204.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Africa,Ladysmith and Msinga (KwaZulu-Natal Province),2022,1.0,2022,1.0,1.0,100.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Africa,"Ladysmith, Mandeni (KwaZulu-Natal province)",2023,12.0,2023,12.0,34.0,1800.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Africa,"Mpumalanga Province, Free State Province and the area of Johannesburg and Pretoria, Limpopo, Mpumalanga, KwaZulu-Natal and Northern Cape Provinces",2021,2.0,2021,2.0,31.0,400.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Africa,"Mpumalanga, the Eastern Cape, Gauteng, KwaZulu-Natal, Limpopo, the Northern Cape, and North West",2023,2.0,2023,2.0,17.0,1000.0
Hydrological,Flood,Flood (General),,Africa,Sub-Saharan Africa,South Africa,Western Cape province,2023,9.0,2023,9.0,11.0,5000.0
